"","species","n_bio1","mean_bio1","sd_bio1","se_bio1","species.1","n_bio2","mean_bio2","sd_bio2","se_bio2","species.2","n_bio3","mean_bio3","sd_bio3","se_bio3","species.3","n_bio4","mean_bio4","sd_bio4","se_bio4","species.4","n_bio5","mean_bio5","sd_bio5","se_bio5","species.5","n_bio6","mean_bio6","sd_bio6","se_bio6","species.6","n_bio7","mean_bio7","sd_bio7","se_bio7","species.7","n_bio8","mean_bio8","sd_bio8","se_bio8","species.8","n_bio9","mean_bio9","sd_bio9","se_bio9","species.9","n_bio10","mean_bio10","sd_bio10","se_bio10","species.10","n_bio11","mean_bio11","sd_bio11","se_bio11","species.11","n_bio12","mean_bio12","sd_bio12","se_bio12","species.12","n_bio13","mean_bio13","sd_bio13","se_bio13","species.13","n_bio14","mean_bio14","sd_bio14","se_bio14","species.14","n_bio15","mean_bio15","sd_bio15","se_bio15","species.15","n_bio16","mean_bio16","sd_bio16","se_bio16","species.16","n_bio17","mean_bio17","sd_bio17","se_bio17","species.17","n_bio18","mean_bio18","sd_bio18","se_bio18","species.18","n_bio19","mean_bio19","sd_bio19","se_bio19","species.19","n_alt","mean_alt","sd_alt","se_alt"
"545","Tibouchinopsis mirabilis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchinopsis mirabilis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchinopsis mirabilis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchinopsis mirabilis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchinopsis mirabilis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchinopsis mirabilis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchinopsis mirabilis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchinopsis mirabilis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchinopsis mirabilis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchinopsis mirabilis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchinopsis mirabilis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchinopsis mirabilis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchinopsis mirabilis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchinopsis mirabilis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchinopsis mirabilis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchinopsis mirabilis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchinopsis mirabilis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchinopsis mirabilis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchinopsis mirabilis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchinopsis mirabilis","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
"546","Microlicia isophylla","14","180.57","22.83","6.1","Microlicia isophylla","14","116.14","10.68","2.85","Microlicia isophylla","14","64.14","3.23","0.86","Microlicia isophylla","14","1951.86","217.43","58.11","Microlicia isophylla","14","260.14","24.15","6.45","Microlicia isophylla","14","81","25.39","6.79","Microlicia isophylla","14","179.14","10.38","2.77","Microlicia isophylla","14","199.29","20.45","5.47","Microlicia isophylla","14","154.93","25.06","6.7","Microlicia isophylla","14","201.86","21.29","5.69","Microlicia isophylla","14","152.43","24.14","6.45","Microlicia isophylla","14","1529.57","168.27","44.97","Microlicia isophylla","14","303","32.57","8.7","Microlicia isophylla","14","17.57","8.66","2.31","Microlicia isophylla","14","76.93","8.1","2.16","Microlicia isophylla","14","795.93","79.76","21.32","Microlicia isophylla","14","64.79","32.77","8.76","Microlicia isophylla","14","655.93","90.85","24.28","Microlicia isophylla","14","78.29","30.41","8.13","Microlicia isophylla","14","1162","310.09","82.88"
"547","Leandra multiplinervis","26","185.54","29.8","5.84","Leandra multiplinervis","26","107.23","14.17","2.78","Leandra multiplinervis","26","65.15","6.21","1.22","Leandra multiplinervis","26","1606.31","504.46","98.93","Leandra multiplinervis","26","265.85","32.19","6.31","Leandra multiplinervis","26","102.38","33.32","6.53","Leandra multiplinervis","26","163.46","16.68","3.27","Leandra multiplinervis","26","198.77","30.05","5.89","Leandra multiplinervis","26","170.5","33.8","6.63","Leandra multiplinervis","26","204.46","30.04","5.89","Leandra multiplinervis","26","163.38","30.73","6.03","Leandra multiplinervis","26","1715","501.36","98.32","Leandra multiplinervis","26","292.92","77.82","15.26","Leandra multiplinervis","26","35.12","24.3","4.77","Leandra multiplinervis","26","66","17.3","3.39","Leandra multiplinervis","26","781.88","223.94","43.92","Leandra multiplinervis","26","125.46","79.41","15.57","Leandra multiplinervis","26","547.31","206.7","40.54","Leandra multiplinervis","26","156.73","102.52","20.11","Leandra multiplinervis","26","1273.19","629.38","123.43"
"548","Macairea multinervia","6","248.5","22.33","9.12","Macairea multinervia","6","101.67","11.76","4.8","Macairea multinervia","6","82.17","6.34","2.59","Macairea multinervia","6","389.17","46.96","19.17","Macairea multinervia","6","312.17","20.73","8.46","Macairea multinervia","6","188.17","27.44","11.2","Macairea multinervia","6","124","17.34","7.08","Macairea multinervia","6","244.5","21.45","8.76","Macairea multinervia","6","248.33","24.18","9.87","Macairea multinervia","6","252.83","23.34","9.53","Macairea multinervia","6","243.67","22.03","8.99","Macairea multinervia","6","2528.33","617.38","252.04","Macairea multinervia","6","369.33","120.1","49.03","Macairea multinervia","6","59.17","22.75","9.29","Macairea multinervia","6","49.67","11.62","4.74","Macairea multinervia","6","1037.67","355.28","145.04","Macairea multinervia","6","223.83","82.44","33.66","Macairea multinervia","6","458.5","148.84","60.76","Macairea multinervia","6","802.17","576.08","235.18","Macairea multinervia","6","402.83","410.45","167.57"
"549","Microlicia graveolens","4","189.75","9.81","4.9","Microlicia graveolens","4","114","8.45","4.22","Microlicia graveolens","4","64.75","4.11","2.06","Microlicia graveolens","4","1796.5","165.02","82.51","Microlicia graveolens","4","271.5","12.61","6.3","Microlicia graveolens","4","96.5","12.29","6.14","Microlicia graveolens","4","175","8.49","4.24","Microlicia graveolens","4","204.25","9.54","4.77","Microlicia graveolens","4","166.75","12.12","6.06","Microlicia graveolens","4","208.75","9.57","4.78","Microlicia graveolens","4","163.5","10.41","5.2","Microlicia graveolens","4","1452.25","227.69","113.84","Microlicia graveolens","4","319","53.2","26.6","Microlicia graveolens","4","9.75","4.57","2.29","Microlicia graveolens","4","85","3.74","1.87","Microlicia graveolens","4","805.75","104.12","52.06","Microlicia graveolens","4","36.5","16.84","8.42","Microlicia graveolens","4","579.25","104.93","52.47","Microlicia graveolens","4","49.5","13.96","6.98","Microlicia graveolens","4","1149.25","168.22","84.11"
"550","Lavoisiera subulata","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Lavoisiera subulata","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Lavoisiera subulata","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Lavoisiera subulata","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Lavoisiera subulata","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Lavoisiera subulata","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Lavoisiera subulata","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Lavoisiera subulata","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Lavoisiera subulata","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Lavoisiera subulata","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Lavoisiera subulata","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Lavoisiera subulata","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Lavoisiera subulata","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Lavoisiera subulata","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Lavoisiera subulata","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Lavoisiera subulata","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Lavoisiera subulata","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Lavoisiera subulata","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Lavoisiera subulata","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Lavoisiera subulata","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
"551","Leandra cordigera","8","164","18.48","6.53","Leandra cordigera","8","108.12","13.16","4.65","Leandra cordigera","8","58.25","4.17","1.47","Leandra cordigera","8","2482","449.79","159.02","Leandra cordigera","8","247.12","20.3","7.18","Leandra cordigera","8","63.5","27.58","9.75","Leandra cordigera","8","183.62","18.88","6.68","Leandra cordigera","8","193.38","21.35","7.55","Leandra cordigera","8","131.88","17.57","6.21","Leandra cordigera","8","194.12","21.23","7.51","Leandra cordigera","8","130.75","17.99","6.36","Leandra cordigera","8","1678.75","451.65","159.68","Leandra cordigera","8","248.25","72.39","25.59","Leandra cordigera","8","55","28.34","10.02","Leandra cordigera","8","47.5","19.6","6.93","Leandra cordigera","8","696.38","222.86","78.79","Leandra cordigera","8","193","88.95","31.45","Leandra cordigera","8","665.75","200.83","71","Leandra cordigera","8","197.62","92.56","32.72","Leandra cordigera","8","1054.62","440.1","155.6"
"552","Lavoisiera pulchella","8","169.62","20.53","7.26","Lavoisiera pulchella","8","114.62","5.21","1.84","Lavoisiera pulchella","8","61.25","4.77","1.69","Lavoisiera pulchella","8","2320.25","485.59","171.68","Lavoisiera pulchella","8","252.75","18.51","6.54","Lavoisiera pulchella","8","67.12","21.1","7.46","Lavoisiera pulchella","8","185.62","11.93","4.22","Lavoisiera pulchella","8","194.5","18.61","6.58","Lavoisiera pulchella","8","143.12","21.96","7.76","Lavoisiera pulchella","8","196","18.74","6.63","Lavoisiera pulchella","8","137.12","22.33","7.89","Lavoisiera pulchella","8","1544.38","155.78","55.08","Lavoisiera pulchella","8","254.75","57.68","20.39","Lavoisiera pulchella","8","45.5","30.31","10.72","Lavoisiera pulchella","8","53","24.44","8.64","Lavoisiera pulchella","8","676.88","173.77","61.44","Lavoisiera pulchella","8","161.12","104.55","36.96","Lavoisiera pulchella","8","603.5","121.75","43.05","Lavoisiera pulchella","8","181.25","108.8","38.47","Lavoisiera pulchella","8","1168.12","301.16","106.48"
"553","Leandra nianga","15","193.2","30.85","7.97","Leandra nianga","15","107.4","14.82","3.83","Leandra nianga","15","61.67","3.09","0.8","Leandra nianga","15","1955.87","190.49","49.18","Leandra nianga","15","273.67","29.72","7.67","Leandra nianga","15","101.6","41.8","10.79","Leandra nianga","15","172.07","18.78","4.85","Leandra nianga","15","211.67","28.55","7.37","Leandra nianga","15","167.8","33.1","8.55","Leandra nianga","15","217.07","30.11","7.77","Leandra nianga","15","167","33.22","8.58","Leandra nianga","15","1419.53","205.16","52.97","Leandra nianga","15","249.53","49.94","12.89","Leandra nianga","15","29.13","13.27","3.43","Leandra nianga","15","64.33","14.12","3.65","Leandra nianga","15","680.6","133.33","34.43","Leandra nianga","15","100.53","44.36","11.45","Leandra nianga","15","554.4","141.87","36.63","Leandra nianga","15","110.33","41.95","10.83","Leandra nianga","15","819.53","491.02","126.78"
"554","Marcetia acerosa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Marcetia acerosa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Marcetia acerosa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Marcetia acerosa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Marcetia acerosa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Marcetia acerosa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Marcetia acerosa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Marcetia acerosa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Marcetia acerosa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Marcetia acerosa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Marcetia acerosa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Marcetia acerosa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Marcetia acerosa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Marcetia acerosa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Marcetia acerosa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Marcetia acerosa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Marcetia acerosa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Marcetia acerosa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Marcetia acerosa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Marcetia acerosa","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
"555","Miconia penduliflora","4","200.5","40.48","20.24","Miconia penduliflora","4","108.5","9.95","4.97","Miconia penduliflora","4","61.75","2.5","1.25","Miconia penduliflora","4","2054.75","180.74","90.37","Miconia penduliflora","4","281.5","42.79","21.4","Miconia penduliflora","4","107.5","32.31","16.16","Miconia penduliflora","4","174","11.86","5.93","Miconia penduliflora","4","218","37.43","18.72","Miconia penduliflora","4","174.5","39.64","19.82","Miconia penduliflora","4","224.75","37.92","18.96","Miconia penduliflora","4","172.5","37.7","18.85","Miconia penduliflora","4","1539","168.23","84.11","Miconia penduliflora","4","232.75","50.31","25.16","Miconia penduliflora","4","38.75","8.5","4.25","Miconia penduliflora","4","49.25","10.14","5.07","Miconia penduliflora","4","631.25","131.84","65.92","Miconia penduliflora","4","147.5","14.91","7.46","Miconia penduliflora","4","544","128.78","64.39","Miconia penduliflora","4","178.5","34.67","17.34","Miconia penduliflora","4","769","514.82","257.41"
"556","Tibouchina axillaris","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina axillaris","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina axillaris","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina axillaris","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina axillaris","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina axillaris","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina axillaris","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina axillaris","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina axillaris","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina axillaris","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina axillaris","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina axillaris","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina axillaris","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina axillaris","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina axillaris","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina axillaris","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina axillaris","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina axillaris","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina axillaris","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina axillaris","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
