"","species","n_bio1","mean_bio1","sd_bio1","se_bio1","species.1","n_bio2","mean_bio2","sd_bio2","se_bio2","species.2","n_bio3","mean_bio3","sd_bio3","se_bio3","species.3","n_bio4","mean_bio4","sd_bio4","se_bio4","species.4","n_bio5","mean_bio5","sd_bio5","se_bio5","species.5","n_bio6","mean_bio6","sd_bio6","se_bio6","species.6","n_bio7","mean_bio7","sd_bio7","se_bio7","species.7","n_bio8","mean_bio8","sd_bio8","se_bio8","species.8","n_bio9","mean_bio9","sd_bio9","se_bio9","species.9","n_bio10","mean_bio10","sd_bio10","se_bio10","species.10","n_bio11","mean_bio11","sd_bio11","se_bio11","species.11","n_bio12","mean_bio12","sd_bio12","se_bio12","species.12","n_bio13","mean_bio13","sd_bio13","se_bio13","species.13","n_bio14","mean_bio14","sd_bio14","se_bio14","species.14","n_bio15","mean_bio15","sd_bio15","se_bio15","species.15","n_bio16","mean_bio16","sd_bio16","se_bio16","species.16","n_bio17","mean_bio17","sd_bio17","se_bio17","species.17","n_bio18","mean_bio18","sd_bio18","se_bio18","species.18","n_bio19","mean_bio19","sd_bio19","se_bio19"
"314","Cotoneaster salicifolius","97","124","32.8","3.33","Cotoneaster salicifolius","97","84.53","17.98","1.83","Cotoneaster salicifolius","97","32.34","6.32","0.64","Cotoneaster salicifolius","97","6169.12","1185.15","120.33","Cotoneaster salicifolius","97","255.43","41.53","4.22","Cotoneaster salicifolius","97","-4.26","34.81","3.53","Cotoneaster salicifolius","97","259.69","40.88","4.15","Cotoneaster salicifolius","97","171.02","67.85","6.89","Cotoneaster salicifolius","97","72.21","55.95","5.68","Cotoneaster salicifolius","97","201.31","39.46","4.01","Cotoneaster salicifolius","97","42.64","29.98","3.04","Cotoneaster salicifolius","97","1097.37","274.24","27.84","Cotoneaster salicifolius","97","191.16","75.46","7.66","Cotoneaster salicifolius","97","23.8","18.52","1.88","Cotoneaster salicifolius","97","60.73","25.76","2.62","Cotoneaster salicifolius","97","514.85","183.52","18.63","Cotoneaster salicifolius","97","83.88","60.42","6.13","Cotoneaster salicifolius","97","427.13","225.65","22.91","Cotoneaster salicifolius","97","154.69","172.33","17.5"
"315","Rubus idaeopsis","28","151.11","24.29","4.59","Rubus idaeopsis","28","92.64","13.88","2.62","Rubus idaeopsis","28","35.11","7.88","1.49","Rubus idaeopsis","28","6222.21","1478.01","279.32","Rubus idaeopsis","28","275.54","35.56","6.72","Rubus idaeopsis","28","8.25","33.68","6.36","Rubus idaeopsis","28","267.29","41.47","7.84","Rubus idaeopsis","28","217.43","26.15","4.94","Rubus idaeopsis","28","68.96","28.89","5.46","Rubus idaeopsis","28","225.89","31.58","5.97","Rubus idaeopsis","28","65.71","29.58","5.59","Rubus idaeopsis","28","1179.32","256.64","48.5","Rubus idaeopsis","28","231.64","58.94","11.14","Rubus idaeopsis","28","14.93","10.08","1.9","Rubus idaeopsis","28","77.07","11.34","2.14","Rubus idaeopsis","28","627.64","148.22","28.01","Rubus idaeopsis","28","57.46","37.77","7.14","Rubus idaeopsis","28","607.64","157.05","29.68","Rubus idaeopsis","28","60.5","41.89","7.92"
"316","Rosa davidii","57","109.25","38.58","5.11","Rosa davidii","57","99.02","17.06","2.26","Rosa davidii","57","32.09","5.94","0.79","Rosa davidii","57","7172.88","1262.44","167.21","Rosa davidii","57","255.4","45.24","5.99","Rosa davidii","57","-50.58","50.97","6.75","Rosa davidii","57","305.98","41.33","5.47","Rosa davidii","57","190.33","41.02","5.43","Rosa davidii","57","12.39","40.07","5.31","Rosa davidii","57","198.05","43.87","5.81","Rosa davidii","57","11.96","40.57","5.37","Rosa davidii","57","840.21","261.99","34.7","Rosa davidii","57","171.96","63.64","8.43","Rosa davidii","57","5.67","3.48","0.46","Rosa davidii","57","82.56","8.59","1.14","Rosa davidii","57","461.21","153.5","20.33","Rosa davidii","57","22.18","12","1.59","Rosa davidii","57","435.56","154.45","20.46","Rosa davidii","57","22.21","12.01","1.59"
"317","Prinsepia uniflora","16","104.25","17.57","4.39","Prinsepia uniflora","16","114.44","11.22","2.81","Prinsepia uniflora","16","29.19","1.6","0.4","Prinsepia uniflora","16","9440.12","711.6","177.9","Prinsepia uniflora","16","287.81","20.96","5.24","Prinsepia uniflora","16","-97.19","24.25","6.06","Prinsepia uniflora","16","385","27.06","6.76","Prinsepia uniflora","16","206.25","21.1","5.28","Prinsepia uniflora","16","-24.44","17.2","4.3","Prinsepia uniflora","16","221.38","23.1","5.78","Prinsepia uniflora","16","-24.44","17.2","4.3","Prinsepia uniflora","16","521.31","58.93","14.73","Prinsepia uniflora","16","108.5","7.86","1.97","Prinsepia uniflora","16","3.44","1.36","0.34","Prinsepia uniflora","16","83.56","6.17","1.54","Prinsepia uniflora","16","293","27.85","6.96","Prinsepia uniflora","16","13.25","3.4","0.85","Prinsepia uniflora","16","269.88","22.19","5.55","Prinsepia uniflora","16","13.25","3.4","0.85"
"318","Photinia lochengensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Photinia lochengensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Photinia lochengensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Photinia lochengensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Photinia lochengensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Photinia lochengensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Photinia lochengensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Photinia lochengensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Photinia lochengensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Photinia lochengensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Photinia lochengensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Photinia lochengensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Photinia lochengensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Photinia lochengensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Photinia lochengensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Photinia lochengensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Photinia lochengensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Photinia lochengensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Photinia lochengensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
"319","Rubus tricolor","26","125.62","43.43","8.52","Rubus tricolor","26","99.85","13.83","2.71","Rubus tricolor","26","39.5","7.46","1.46","Rubus tricolor","26","5369.96","866.83","170","Rubus tricolor","26","238.92","50.43","9.89","Rubus tricolor","26","-13.27","46.56","9.13","Rubus tricolor","26","252.19","19.66","3.86","Rubus tricolor","26","187.85","45.74","8.97","Rubus tricolor","26","51.5","41.12","8.06","Rubus tricolor","26","189.38","47.1","9.24","Rubus tricolor","26","51.5","41.12","8.06","Rubus tricolor","26","1054.04","149.16","29.25","Rubus tricolor","26","227.62","48.31","9.47","Rubus tricolor","26","8.08","3.01","0.59","Rubus tricolor","26","88.54","6.13","1.2","Rubus tricolor","26","607.73","106.8","20.95","Rubus tricolor","26","31.04","10.66","2.09","Rubus tricolor","26","599.12","98.06","19.23","Rubus tricolor","26","31.04","10.66","2.09"
"320","Rubus subinopertus","17","157.82","32.38","7.85","Rubus subinopertus","17","97.06","16.74","4.06","Rubus subinopertus","17","38.29","8.24","2","Rubus subinopertus","17","5536.65","932.63","226.2","Rubus subinopertus","17","272.88","39.63","9.61","Rubus subinopertus","17","19.47","32.74","7.94","Rubus subinopertus","17","253.41","15.55","3.77","Rubus subinopertus","17","220.82","34.87","8.46","Rubus subinopertus","17","86","31.17","7.56","Rubus subinopertus","17","223.35","36.59","8.87","Rubus subinopertus","17","81.53","31.18","7.56","Rubus subinopertus","17","1252.94","341.17","82.75","Rubus subinopertus","17","285.18","85.94","20.84","Rubus subinopertus","17","9.71","3.79","0.92","Rubus subinopertus","17","90.29","6.84","1.66","Rubus subinopertus","17","743.53","213.91","51.88","Rubus subinopertus","17","38.65","14.76","3.58","Rubus subinopertus","17","725.76","208.97","50.68","Rubus subinopertus","17","42.59","18.89","4.58"
"321","Rosa caudata","16","130.88","21.74","5.43","Rosa caudata","16","83.94","8.29","2.07","Rosa caudata","16","27.44","2.37","0.59","Rosa caudata","16","7557.56","846.82","211.71","Rosa caudata","16","280.56","22.23","5.56","Rosa caudata","16","-20.12","30.96","7.74","Rosa caudata","16","300.69","27.19","6.8","Rosa caudata","16","215.88","20.88","5.22","Rosa caudata","16","29.75","26.62","6.66","Rosa caudata","16","226.25","21.34","5.34","Rosa caudata","16","29.75","26.62","6.66","Rosa caudata","16","1068.94","244.59","61.15","Rosa caudata","16","206","70.02","17.5","Rosa caudata","16","11.31","6.61","1.65","Rosa caudata","16","74.12","11.76","2.94","Rosa caudata","16","544.19","157.67","39.42","Rosa caudata","16","41.38","22.2","5.55","Rosa caudata","16","505.69","164.3","41.08","Rosa caudata","16","41.38","22.2","5.55"
"322","Rubus subcrataegifolius","51","168.16","21.84","3.06","Rubus subcrataegifolius","51","79.2","11.17","1.56","Rubus subcrataegifolius","51","29.14","6.51","0.91","Rubus subcrataegifolius","51","6888.59","1694.12","237.22","Rubus subcrataegifolius","51","305","37.08","5.19","Rubus subcrataegifolius","51","29.12","31.87","4.46","Rubus subcrataegifolius","51","275.88","52.53","7.36","Rubus subcrataegifolius","51","225.53","26.85","3.76","Rubus subcrataegifolius","51","91.51","36.16","5.06","Rubus subcrataegifolius","51","252.71","31.36","4.39","Rubus subcrataegifolius","51","75.82","30.92","4.33","Rubus subcrataegifolius","51","1646.02","463.66","64.93","Rubus subcrataegifolius","51","259.43","55.67","7.8","Rubus subcrataegifolius","51","47.04","32.02","4.48","Rubus subcrataegifolius","51","53.69","11.22","1.57","Rubus subcrataegifolius","51","700.43","164.96","23.1","Rubus subcrataegifolius","51","166.18","100.29","14.04","Rubus subcrataegifolius","51","616.51","169.29","23.71","Rubus subcrataegifolius","51","188.73","106.63","14.93"
"323","Rosa helenae","105","133.94","33.11","3.23","Rosa helenae","105","92.69","16.87","1.65","Rosa helenae","105","33.18","8.82","0.86","Rosa helenae","105","6617.38","1363.86","133.1","Rosa helenae","105","268.43","46.38","4.53","Rosa helenae","105","-12.41","37.15","3.63","Rosa helenae","105","280.84","31.62","3.09","Rosa helenae","105","206.16","38.39","3.75","Rosa helenae","105","45.59","30.78","3","Rosa helenae","105","215.45","43.58","4.25","Rosa helenae","105","44.51","30.87","3.01","Rosa helenae","105","1075.98","244.11","23.82","Rosa helenae","105","200.84","42.26","4.12","Rosa helenae","105","13.53","10.37","1.01","Rosa helenae","105","74.77","15.47","1.51","Rosa helenae","105","541.39","106.61","10.4","Rosa helenae","105","49.94","36.29","3.54","Rosa helenae","105","520.68","109.38","10.67","Rosa helenae","105","50.37","36.38","3.55"
"324","Malus ombrophila","31","121.71","40.85","7.34","Malus ombrophila","31","109.52","15.96","2.87","Malus ombrophila","31","42.39","6.01","1.08","Malus ombrophila","31","5266.03","623.31","111.95","Malus ombrophila","31","234.16","43.27","7.77","Malus ombrophila","31","-22.13","47.23","8.48","Malus ombrophila","31","256.29","19.03","3.42","Malus ombrophila","31","183.23","41.3","7.42","Malus ombrophila","31","53.42","38.31","6.88","Malus ombrophila","31","183.94","42.21","7.58","Malus ombrophila","31","49.45","39.38","7.07","Malus ombrophila","31","1023.48","273.01","49.03","Malus ombrophila","31","227.03","64.55","11.59","Malus ombrophila","31","7.19","3.3","0.59","Malus ombrophila","31","89.71","9.37","1.68","Malus ombrophila","31","599.9","170.68","30.66","Malus ombrophila","31","28.94","13.39","2.4","Malus ombrophila","31","595.29","167.04","30","Malus ombrophila","31","31.68","15.79","2.84"
"325","Spiraea schneideriana","70","97.8","48.11","5.75","Spiraea schneideriana","70","115.56","16.97","2.03","Spiraea schneideriana","70","44.09","4.59","0.55","Spiraea schneideriana","70","5175.04","700.81","83.76","Spiraea schneideriana","70","209.91","43.66","5.22","Spiraea schneideriana","70","-50.34","59.02","7.05","Spiraea schneideriana","70","260.26","33.34","3.98","Spiraea schneideriana","70","158.51","43.75","5.23","Spiraea schneideriana","70","31.14","51.66","6.17","Spiraea schneideriana","70","159.06","44.09","5.27","Spiraea schneideriana","70","27.23","52.21","6.24","Spiraea schneideriana","70","960.21","245.85","29.38","Spiraea schneideriana","70","209.74","57.51","6.87","Spiraea schneideriana","70","6.83","3.48","0.42","Spiraea schneideriana","70","88.91","9.01","1.08","Spiraea schneideriana","70","554.5","151.57","18.12","Spiraea schneideriana","70","28.71","14.12","1.69","Spiraea schneideriana","70","552.6","148.81","17.79","Spiraea schneideriana","70","30.53","16.33","1.95"
"326","Spiraea mollifolia","52","78.62","49.06","6.8","Spiraea mollifolia","52","124.17","24.09","3.34","Spiraea mollifolia","52","41.88","6.14","0.85","Spiraea mollifolia","52","5938.06","873.8","121.17","Spiraea mollifolia","52","208.08","46.13","6.4","Spiraea mollifolia","52","-85.27","65.04","9.02","Spiraea mollifolia","52","293.35","37.67","5.22","Spiraea mollifolia","52","149.17","46.36","6.43","Spiraea mollifolia","52","0.29","50.6","7.02","Spiraea mollifolia","52","150.08","47.78","6.63","Spiraea mollifolia","52","-2.17","52.03","7.22","Spiraea mollifolia","52","801.35","265.32","36.79","Spiraea mollifolia","52","177.27","61.4","8.51","Spiraea mollifolia","52","4.35","3.26","0.45","Spiraea mollifolia","52","95.37","13.82","1.92","Spiraea mollifolia","52","471.4","151.15","20.96","Spiraea mollifolia","52","17.58","11.97","1.66","Spiraea mollifolia","52","468.08","147.61","20.47","Spiraea mollifolia","52","17.98","12.25","1.7"
"327","Dasiphora parvifolia","102","43","41.84","4.14","Dasiphora parvifolia","102","135.46","16.16","1.6","Dasiphora parvifolia","102","39.04","6.11","0.6","Dasiphora parvifolia","102","7464.22","1901.41","188.27","Dasiphora parvifolia","102","201.02","48.59","4.81","Dasiphora parvifolia","102","-148.08","55.17","5.46","Dasiphora parvifolia","102","349.1","57.78","5.72","Dasiphora parvifolia","102","129.15","42.51","4.21","Dasiphora parvifolia","102","-51.33","48.64","4.82","Dasiphora parvifolia","102","133.29","45.9","4.54","Dasiphora parvifolia","102","-58.16","49.69","4.92","Dasiphora parvifolia","102","520.97","262.03","25.94","Dasiphora parvifolia","102","113.81","55.35","5.48","Dasiphora parvifolia","102","3.05","2.72","0.27","Dasiphora parvifolia","102","91.82","17.87","1.77","Dasiphora parvifolia","102","302.3","147.89","14.64","Dasiphora parvifolia","102","13.77","13.1","1.3","Dasiphora parvifolia","102","298.59","148.55","14.71","Dasiphora parvifolia","102","16.14","21.56","2.13"
"328","Cotoneaster silvestrii","18","124.56","39.14","9.23","Cotoneaster silvestrii","18","98.72","20.7","4.88","Cotoneaster silvestrii","18","31.06","8.61","2.03","Cotoneaster silvestrii","18","7822.56","1601.31","377.43","Cotoneaster silvestrii","18","274.67","54.25","12.79","Cotoneaster silvestrii","18","-43.56","42.9","10.11","Cotoneaster silvestrii","18","318.22","33.95","8","Cotoneaster silvestrii","18","209.56","51.69","12.18","Cotoneaster silvestrii","18","25.78","36.91","8.7","Cotoneaster silvestrii","18","221.72","55.31","13.04","Cotoneaster silvestrii","18","19.72","31.68","7.47","Cotoneaster silvestrii","18","1001.11","257.26","60.64","Cotoneaster silvestrii","18","196.72","30.31","7.14","Cotoneaster silvestrii","18","18.89","13.15","3.1","Cotoneaster silvestrii","18","71","19.33","4.56","Cotoneaster silvestrii","18","492.11","85.58","20.17","Cotoneaster silvestrii","18","69.83","49.39","11.64","Cotoneaster silvestrii","18","480.94","80.86","19.06","Cotoneaster silvestrii","18","70.39","50.25","11.84"
"329","Spiraea veitchii","49","128.61","34.37","4.91","Spiraea veitchii","49","99.88","16.49","2.36","Spiraea veitchii","49","36.8","8.93","1.28","Spiraea veitchii","49","6143.47","1422.84","203.26","Spiraea veitchii","49","255.18","45.62","6.52","Spiraea veitchii","49","-18.47","37.73","5.39","Spiraea veitchii","49","273.65","31.9","4.56","Spiraea veitchii","49","199.04","39.7","5.67","Spiraea veitchii","49","45.65","34.38","4.91","Spiraea veitchii","49","203.43","43.75","6.25","Spiraea veitchii","49","45.02","34.47","4.92","Spiraea veitchii","49","993.33","186.87","26.7","Spiraea veitchii","49","196.29","47.66","6.81","Spiraea veitchii","49","10.12","6.93","0.99","Spiraea veitchii","49","79.73","14.49","2.07","Spiraea veitchii","49","525.82","116.45","16.64","Spiraea veitchii","49","38.73","24.64","3.52","Spiraea veitchii","49","514.53","116.46","16.64","Spiraea veitchii","49","39.12","24.74","3.53"
"330","Spiraea laeta","33","123.7","40.6","7.07","Spiraea laeta","33","95.45","18.16","3.16","Spiraea laeta","33","35.21","7.53","1.31","Spiraea laeta","33","6032.06","807.18","140.51","Spiraea laeta","33","248.61","46.71","8.13","Spiraea laeta","33","-19.76","46.71","8.13","Spiraea laeta","33","268.36","15.2","2.65","Spiraea laeta","33","193.73","44.43","7.73","Spiraea laeta","33","40.79","36.35","6.33","Spiraea laeta","33","196.82","46.6","8.11","Spiraea laeta","33","40.79","36.35","6.33","Spiraea laeta","33","991.82","159.03","27.68","Spiraea laeta","33","215.76","48.29","8.41","Spiraea laeta","33","7.48","4.3","0.75","Spiraea laeta","33","88.45","9.22","1.6","Spiraea laeta","33","567","109.3","19.03","Spiraea laeta","33","28.15","13.37","2.33","Spiraea laeta","33","558.61","103.71","18.05","Spiraea laeta","33","28.15","13.37","2.33"
"331","Rosa maximowicziana","51","74.69","29.42","4.12","Rosa maximowicziana","51","97.45","16.67","2.33","Rosa maximowicziana","51","24.37","3.1","0.43","Rosa maximowicziana","51","10374.47","946.18","132.49","Rosa maximowicziana","51","258.45","21.43","3","Rosa maximowicziana","51","-132.49","47.12","6.6","Rosa maximowicziana","51","390.94","37.13","5.2","Rosa maximowicziana","51","199.37","22.82","3.2","Rosa maximowicziana","51","-63.45","41.69","5.84","Rosa maximowicziana","51","201.98","23.82","3.34","Rosa maximowicziana","51","-65.73","40.2","5.63","Rosa maximowicziana","51","958.61","298.98","41.87","Rosa maximowicziana","51","233.96","90.49","12.67","Rosa maximowicziana","51","15.47","7.1","0.99","Rosa maximowicziana","51","86.08","15.4","2.16","Rosa maximowicziana","51","559","210.66","29.5","Rosa maximowicziana","51","54.31","23.42","3.28","Rosa maximowicziana","51","542.25","186.99","26.18","Rosa maximowicziana","51","54.86","23.69","3.32"
"332","Rubus amphidasys","50","167.76","19.59","2.77","Rubus amphidasys","50","80","8.4","1.19","Rubus amphidasys","50","27.06","2.49","0.35","Rubus amphidasys","50","7404.92","934.61","132.17","Rubus amphidasys","50","313.7","22.03","3.12","Rubus amphidasys","50","21.98","26.73","3.78","Rubus amphidasys","50","291.72","32.44","4.59","Rubus amphidasys","50","223.82","17.64","2.49","Rubus amphidasys","50","82.58","35.84","5.07","Rubus amphidasys","50","258.92","19.18","2.71","Rubus amphidasys","50","68.38","26.04","3.68","Rubus amphidasys","50","1569.56","506.1","71.57","Rubus amphidasys","50","260.02","79.42","11.23","Rubus amphidasys","50","43.02","33.52","4.74","Rubus amphidasys","50","56.64","10.13","1.43","Rubus amphidasys","50","695.84","202.75","28.67","Rubus amphidasys","50","149.74","105.11","14.86","Rubus amphidasys","50","569.98","112.75","15.95","Rubus amphidasys","50","178.02","144.51","20.44"
