"","species","n_bio1","mean_bio1","sd_bio1","se_bio1","species.1","n_bio2","mean_bio2","sd_bio2","se_bio2","species.2","n_bio3","mean_bio3","sd_bio3","se_bio3","species.3","n_bio4","mean_bio4","sd_bio4","se_bio4","species.4","n_bio5","mean_bio5","sd_bio5","se_bio5","species.5","n_bio6","mean_bio6","sd_bio6","se_bio6","species.6","n_bio7","mean_bio7","sd_bio7","se_bio7","species.7","n_bio8","mean_bio8","sd_bio8","se_bio8","species.8","n_bio9","mean_bio9","sd_bio9","se_bio9","species.9","n_bio10","mean_bio10","sd_bio10","se_bio10","species.10","n_bio11","mean_bio11","sd_bio11","se_bio11","species.11","n_bio12","mean_bio12","sd_bio12","se_bio12","species.12","n_bio13","mean_bio13","sd_bio13","se_bio13","species.13","n_bio14","mean_bio14","sd_bio14","se_bio14","species.14","n_bio15","mean_bio15","sd_bio15","se_bio15","species.15","n_bio16","mean_bio16","sd_bio16","se_bio16","species.16","n_bio17","mean_bio17","sd_bio17","se_bio17","species.17","n_bio18","mean_bio18","sd_bio18","se_bio18","species.18","n_bio19","mean_bio19","sd_bio19","se_bio19","species.19","n_alt","mean_alt","sd_alt","se_alt"
"206","Rhododendron henryi","15","204","16.47","4.25","Rhododendron henryi","15","81.6","7.64","1.97","Rhododendron henryi","15","31.73","2.02","0.52","Rhododendron henryi","15","6079.6","732.05","189.01","Rhododendron henryi","15","323.27","8.48","2.19","Rhododendron henryi","15","69","27.16","7.01","Rhododendron henryi","15","254.27","29.61","7.65","Rhododendron henryi","15","245.27","25.84","6.67","Rhododendron henryi","15","145.87","22.74","5.87","Rhododendron henryi","15","274.73","8.34","2.15","Rhododendron henryi","15","120.53","24.53","6.33","Rhododendron henryi","15","1685.2","173.32","44.75","Rhododendron henryi","15","291.93","39.17","10.11","Rhododendron henryi","15","36.2","6.43","1.66","Rhododendron henryi","15","62.73","6.24","1.61","Rhododendron henryi","15","790.73","123.41","31.86","Rhododendron henryi","15","128.33","22.06","5.7","Rhododendron henryi","15","672.8","155.45","40.14","Rhododendron henryi","15","172.6","36.88","9.52","Rhododendron henryi","15","221.33","132.2","34.13"
"207","Rhododendron fortunei","49","168.12","23.59","3.37","Rhododendron fortunei","49","84.31","10.59","1.51","Rhododendron fortunei","49","28.53","6.03","0.86","Rhododendron fortunei","49","7395.53","1202.26","171.75","Rhododendron fortunei","49","313.18","27.37","3.91","Rhododendron fortunei","49","18.47","29.89","4.27","Rhododendron fortunei","49","294.71","31.24","4.46","Rhododendron fortunei","49","230.2","23.14","3.31","Rhododendron fortunei","49","84.55","37.23","5.32","Rhododendron fortunei","49","259","25.61","3.66","Rhododendron fortunei","49","68.86","29.94","4.28","Rhododendron fortunei","49","1397.06","276.32","39.47","Rhododendron fortunei","49","237.27","46.31","6.62","Rhododendron fortunei","49","33.82","14.81","2.12","Rhododendron fortunei","49","59.63","12.54","1.79","Rhododendron fortunei","49","635.84","129.41","18.49","Rhododendron fortunei","49","122","55.03","7.86","Rhododendron fortunei","49","546.61","110.52","15.79","Rhododendron fortunei","49","140.16","69.46","9.92","Rhododendron fortunei","49","521.06","580.58","82.94"
"208","Rhododendron farrerae","28","192.82","23.33","4.41","Rhododendron farrerae","28","80.07","7.56","1.43","Rhododendron farrerae","28","30.71","5.18","0.98","Rhododendron farrerae","28","6443.04","1286.12","243.05","Rhododendron farrerae","28","318.39","18.56","3.51","Rhododendron farrerae","28","56.43","36.12","6.83","Rhododendron farrerae","28","261.96","41.93","7.92","Rhododendron farrerae","28","243.5","26.26","4.96","Rhododendron farrerae","28","126.43","40.54","7.66","Rhododendron farrerae","28","269.39","16.65","3.15","Rhododendron farrerae","28","105.39","36.17","6.84","Rhododendron farrerae","28","1699.82","548.22","103.6","Rhododendron farrerae","28","303.14","151.7","28.67","Rhododendron farrerae","28","36.82","8.5","1.61","Rhododendron farrerae","28","62.11","9.62","1.82","Rhododendron farrerae","28","808.07","379.06","71.64","Rhododendron farrerae","28","131.11","30.81","5.82","Rhododendron farrerae","28","695.32","400.61","75.71","Rhododendron farrerae","28","169.89","47.25","8.93","Rhododendron farrerae","28","297","320.03","60.48"
"209","Pieris formosa","84","152.62","36.25","3.96","Pieris formosa","84","92.26","17.36","1.89","Pieris formosa","84","34.62","9.18","1","Pieris formosa","84","6265.69","1458.82","159.17","Pieris formosa","84","279.62","49.03","5.35","Pieris formosa","84","10.17","41.6","4.54","Pieris formosa","84","269.45","35.61","3.89","Pieris formosa","84","213.62","37.6","4.1","Pieris formosa","84","72.13","35.99","3.93","Pieris formosa","84","228.08","45.42","4.96","Pieris formosa","84","67.3","35.56","3.88","Pieris formosa","84","1233.92","354.4","38.67","Pieris formosa","84","230.32","63.27","6.9","Pieris formosa","84","22.4","24.46","2.67","Pieris formosa","84","72.43","17.83","1.95","Pieris formosa","84","620.39","162.78","17.76","Pieris formosa","84","81.07","79.18","8.64","Pieris formosa","84","569.07","159.28","17.38","Pieris formosa","84","88.56","85.59","9.34","Pieris formosa","84","1253.15","1009.67","110.16"
"210","Enkianthus quinqueflorus","21","197.9","25.03","5.46","Enkianthus quinqueflorus","21","83.38","10.79","2.35","Enkianthus quinqueflorus","21","33.95","6.04","1.32","Enkianthus quinqueflorus","21","5757","1049.38","228.99","Enkianthus quinqueflorus","21","310.67","28.63","6.25","Enkianthus quinqueflorus","21","65.24","31.07","6.78","Enkianthus quinqueflorus","21","245.43","31.25","6.82","Enkianthus quinqueflorus","21","244.05","29.54","6.45","Enkianthus quinqueflorus","21","134.05","29.81","6.51","Enkianthus quinqueflorus","21","264.48","27.17","5.93","Enkianthus quinqueflorus","21","118.57","28.81","6.29","Enkianthus quinqueflorus","21","1601.05","273.68","59.72","Enkianthus quinqueflorus","21","284.14","46.51","10.15","Enkianthus quinqueflorus","21","31","11.24","2.45","Enkianthus quinqueflorus","21","67.38","12.45","2.72","Enkianthus quinqueflorus","21","775.81","129.79","28.32","Enkianthus quinqueflorus","21","109.9","33.5","7.31","Enkianthus quinqueflorus","21","692.52","167.35","36.52","Enkianthus quinqueflorus","21","141.1","48.03","10.48","Enkianthus quinqueflorus","21","490.9","630.09","137.5"
"211","Craibiodendron yunnanense","7","157.71","13.33","5.04","Craibiodendron yunnanense","7","109.71","4.35","1.64","Craibiodendron yunnanense","7","47","2","0.76","Craibiodendron yunnanense","7","4361.43","241.38","91.23","Craibiodendron yunnanense","7","249.43","16.34","6.18","Craibiodendron yunnanense","7","18.43","16.22","6.13","Craibiodendron yunnanense","7","231","4.24","1.6","Craibiodendron yunnanense","7","206","12.21","4.61","Craibiodendron yunnanense","7","98.86","14.36","5.43","Craibiodendron yunnanense","7","206","12.21","4.61","Craibiodendron yunnanense","7","95.86","14.62","5.53","Craibiodendron yunnanense","7","1286.57","302.95","114.5","Craibiodendron yunnanense","7","260.57","63.39","23.96","Craibiodendron yunnanense","7","14.14","1.77","0.67","Craibiodendron yunnanense","7","82.14","3.89","1.47","Craibiodendron yunnanense","7","720.57","175.39","66.29","Craibiodendron yunnanense","7","53.43","9.38","3.55","Craibiodendron yunnanense","7","720.57","175.39","66.29","Craibiodendron yunnanense","7","58.86","13.69","5.17","Craibiodendron yunnanense","7","1834","189.25","71.53"
"212","Rhododendron mucronulatum","32","81.84","34.07","6.02","Rhododendron mucronulatum","32","106.09","13.91","2.46","Rhododendron mucronulatum","32","26.5","2.24","0.4","Rhododendron mucronulatum","32","10252.41","1513.49","267.55","Rhododendron mucronulatum","32","266.31","26.15","4.62","Rhododendron mucronulatum","32","-128.25","61.78","10.92","Rhododendron mucronulatum","32","394.56","54.06","9.56","Rhododendron mucronulatum","32","205.44","25.5","4.51","Rhododendron mucronulatum","32","-54.72","54.08","9.56","Rhododendron mucronulatum","32","208.31","25.71","4.54","Rhododendron mucronulatum","32","-56.53","52.33","9.25","Rhododendron mucronulatum","32","1149.44","360.68","63.76","Rhododendron mucronulatum","32","262.16","77.09","13.63","Rhododendron mucronulatum","32","21","12.13","2.14","Rhododendron mucronulatum","32","83.06","14.38","2.54","Rhododendron mucronulatum","32","640.44","179.44","31.72","Rhododendron mucronulatum","32","75.22","43.75","7.73","Rhododendron mucronulatum","32","625.47","168.14","29.72","Rhododendron mucronulatum","32","75.56","44.26","7.82","Rhododendron mucronulatum","32","420.88","409.2","72.34"
"213","Rhododendron yunnanense","26","114.88","45.67","8.96","Rhododendron yunnanense","26","112.04","13.91","2.73","Rhododendron yunnanense","26","43.77","4.84","0.95","Rhododendron yunnanense","26","5060.35","601.97","118.06","Rhododendron yunnanense","26","223.19","44.52","8.73","Rhododendron yunnanense","26","-30.38","53.11","10.42","Rhododendron yunnanense","26","253.58","21.49","4.21","Rhododendron yunnanense","26","173.85","42.71","8.38","Rhododendron yunnanense","26","47.58","46.72","9.16","Rhododendron yunnanense","26","174","42.99","8.43","Rhododendron yunnanense","26","45.15","47.6","9.34","Rhododendron yunnanense","26","957.73","170.44","33.43","Rhododendron yunnanense","26","209.42","36.48","7.15","Rhododendron yunnanense","26","7.62","3.48","0.68","Rhododendron yunnanense","26","89.42","9.6","1.88","Rhododendron yunnanense","26","558.62","97.12","19.05","Rhododendron yunnanense","26","29.85","15.13","2.97","Rhododendron yunnanense","26","557.08","97.56","19.13","Rhododendron yunnanense","26","30.58","15.65","3.07","Rhododendron yunnanense","26","2513.38","858.6","168.39"
"214","Rhododendron calophytum","6","130.17","46.3","18.9","Rhododendron calophytum","6","90.33","11.36","4.64","Rhododendron calophytum","6","33.83","3.66","1.49","Rhododendron calophytum","6","6002.83","379.49","154.93","Rhododendron calophytum","6","254.17","48.3","19.72","Rhododendron calophytum","6","-9.5","51.27","20.93","Rhododendron calophytum","6","263.67","7.06","2.88","Rhododendron calophytum","6","199.67","46.91","19.15","Rhododendron calophytum","6","47.33","43.72","17.85","Rhododendron calophytum","6","202.33","48.75","19.9","Rhododendron calophytum","6","47.33","43.72","17.85","Rhododendron calophytum","6","1087","194.45","79.38","Rhododendron calophytum","6","237.33","61.67","25.18","Rhododendron calophytum","6","7.83","3.19","1.3","Rhododendron calophytum","6","87.5","4.04","1.65","Rhododendron calophytum","6","620.83","131.91","53.85","Rhododendron calophytum","6","30.5","11.26","4.6","Rhododendron calophytum","6","606.5","125.23","51.12","Rhododendron calophytum","6","30.5","11.26","4.6","Rhododendron calophytum","6","1739.17","921.64","376.26"
"215","Gaultheria griffithiana","8","129.25","34.85","12.32","Gaultheria griffithiana","8","110.75","3.62","1.28","Gaultheria griffithiana","8","46.88","1.36","0.48","Gaultheria griffithiana","8","4543.62","313.39","110.8","Gaultheria griffithiana","8","224.62","30.92","10.93","Gaultheria griffithiana","8","-10","35.26","12.47","Gaultheria griffithiana","8","234.62","7.65","2.7","Gaultheria griffithiana","8","181.62","30.5","10.78","Gaultheria griffithiana","8","70.38","35.04","12.39","Gaultheria griffithiana","8","181.62","30.5","10.78","Gaultheria griffithiana","8","66.62","36.9","13.05","Gaultheria griffithiana","8","1105.5","184.69","65.3","Gaultheria griffithiana","8","230.5","38.04","13.45","Gaultheria griffithiana","8","11.25","3.62","1.28","Gaultheria griffithiana","8","82.75","6.23","2.2","Gaultheria griffithiana","8","617.12","101.94","36.04","Gaultheria griffithiana","8","48.5","14.9","5.27","Gaultheria griffithiana","8","617.12","101.94","36.04","Gaultheria griffithiana","8","50.75","14.45","5.11","Gaultheria griffithiana","8","2397.75","616.96","218.13"
"216","Rhododendron auriculatum","8","141.88","20.24","7.16","Rhododendron auriculatum","8","78","7.52","2.66","Rhododendron auriculatum","8","25.88","1.46","0.52","Rhododendron auriculatum","8","7561.75","272.52","96.35","Rhododendron auriculatum","8","291.62","25.66","9.07","Rhododendron auriculatum","8","-3.12","19.83","7.01","Rhododendron auriculatum","8","294.75","14.01","4.95","Rhododendron auriculatum","8","222.5","24.4","8.63","Rhododendron auriculatum","8","40.75","18.64","6.59","Rhododendron auriculatum","8","236.88","22.29","7.88","Rhododendron auriculatum","8","40.75","18.64","6.59","Rhododendron auriculatum","8","1257.5","241.57","85.41","Rhododendron auriculatum","8","194.38","32.09","11.35","Rhododendron auriculatum","8","23","7.41","2.62","Rhododendron auriculatum","8","58.75","3.54","1.25","Rhododendron auriculatum","8","536.75","95.92","33.91","Rhododendron auriculatum","8","77.12","23.48","8.3","Rhododendron auriculatum","8","513.75","92.12","32.57","Rhododendron auriculatum","8","77.12","23.48","8.3","Rhododendron auriculatum","8","901.12","372.82","131.81"
"217","Rhododendron beesianum","13","77.38","45.45","12.61","Rhododendron beesianum","13","115.08","9.05","2.51","Rhododendron beesianum","13","45.46","3.02","0.84","Rhododendron beesianum","13","4976.31","460.14","127.62","Rhododendron beesianum","13","183.15","39.68","11.01","Rhododendron beesianum","13","-68.54","52.06","14.44","Rhododendron beesianum","13","251.69","19.16","5.31","Rhododendron beesianum","13","136.69","40.84","11.33","Rhododendron beesianum","13","14.15","48.71","13.51","Rhododendron beesianum","13","136.69","40.84","11.33","Rhododendron beesianum","13","10.08","49.08","13.61","Rhododendron beesianum","13","961.54","201.84","55.98","Rhododendron beesianum","13","217.08","40.78","11.31","Rhododendron beesianum","13","6.15","2.7","0.75","Rhododendron beesianum","13","91.38","8.8","2.44","Rhododendron beesianum","13","568.15","113.44","31.46","Rhododendron beesianum","13","27.38","14.16","3.93","Rhododendron beesianum","13","568.15","113.44","31.46","Rhododendron beesianum","13","29.38","15.95","4.42","Rhododendron beesianum","13","3271.92","753.76","209.06"
"218","Dracophyllum involucratum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum involucratum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum involucratum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum involucratum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum involucratum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum involucratum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum involucratum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum involucratum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum involucratum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum involucratum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum involucratum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum involucratum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum involucratum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum involucratum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum involucratum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum involucratum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum involucratum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum involucratum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum involucratum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum involucratum","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
"219","Dracophyllum alticola","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum alticola","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum alticola","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum alticola","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum alticola","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum alticola","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum alticola","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum alticola","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum alticola","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum alticola","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum alticola","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum alticola","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum alticola","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum alticola","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum alticola","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum alticola","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum alticola","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum alticola","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum alticola","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum alticola","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
